0.0 0.0060000
1.0	0.0061531
3.0	0.0064036
5.0	0.0066540
7.0	0.0069043
9.0	0.0071544
11.0	0.0074043
13.0	0.0076541
15.0	0.0079036
17.0	0.0081524
19.0	0.0084002
21.0	0.0086464
23.0	0.0088907
25.0	0.0091327
27.0	0.0093720
29.0	0.0096082
31.0	0.0098411
33.0	0.0100704
35.0	0.0102959
37.0	0.0105173
39.0	0.0107343
41.0	0.0109468
43.0	0.0111546
45.0	0.0113573
47.0	0.0115548
49.0	0.0117469
51.0	0.0119334
53.0	0.0121142
55.0	0.0122890
57.0	0.0124577
59.0	0.0126202
61.0	0.0127763
63.0	0.0129260
65.0	0.0130691
67.0	0.0132056
69.0	0.0133353
71.0	0.0134583
73.0	0.0135744
75.0	0.0136836
77.0	0.0137859
79.0	0.0138812
81.0	0.0139694
83.0	0.0140507
85.0	0.0141250
87.0	0.0141921
89.0	0.0142523
91.0	0.0143053
93.0	0.0143513
95.0	0.0143903
97.0	0.0144221
99.0	0.0144469
101.0	0.0144646
103.0	0.0144752
105.0	0.0144787
107.0	0.0144752
109.0	0.0144646
111.0	0.0144469
113.0	0.0144221
115.0	0.0143903
117.0	0.0143513
119.0	0.0143053
121.0	0.0142523
123.0	0.0141921
125.0	0.0141249
127.0	0.0140507
129.0	0.0139694
131.0	0.0138811
133.0	0.0137857
135.0	0.0136834
137.0	0.0135741
139.0	0.0134579
141.0	0.0133348
143.0	0.0132049
145.0	0.0130681
147.0	0.0129247
149.0	0.0127746
151.0	0.0126179
153.0	0.0124548
155.0	0.0122854
157.0	0.0121097
159.0	0.0119279
161.0	0.0117402
163.0	0.0115467
165.0	0.0113475
167.0	0.0111430
169.0	0.0109333
171.0	0.0107185
173.0	0.0104990
175.0	0.0102749
177.0	0.0100465
179.0	0.0098140
181.0	0.0095777
183.0	0.0093379
185.0	0.0090948
187.0	0.0088489
189.0	0.0086006
191.0	0.0083506
193.0	0.0080997
195.0	0.0078485
197.0	0.0075977
199.0	0.0073475
201.0	0.0070974
203.0	0.0068474
205.0	0.0065974
207.0	0.0063473
209.0	0.0060971
211.0	0.0058468
213.0	0.0055965
215.0	0.0053461
217.0	0.0050957
219.0	0.0048455
221.0	0.0045955
223.0	0.0043455
225.0	0.0040955
227.0	0.0038455
229.0	0.0035957
231.0	0.0033461
233.0	0.0030970
235.0	0.0028487
237.0	0.0026013
239.0	0.0023551
241.0	0.0021108
243.0	0.0018690
245.0	0.0016310
247.0	0.0013989
249.0	0.0011762
251.0	0.0009675
253.0	0.0007792
255.0	0.0006181
257.0	0.0004905
259.0	0.0003993
261.0	0.0003402
263.0	0.0003000
265.0	0.0002630
267.0	0.0002260
269.0	0.0001890
271.0	0.0001532
273.0	0.0001210
275.0	0.0000927
277.0	0.0000681
279.0	0.0000473
281.0	0.0000303
283.0	0.0000170
285.0	0.0000076
287.0	0.0000019
289.0	0.0000000
641.0	0.0000000
643.0	0.0000019
645.0	0.0000076
647.0	0.0000170
649.0	0.0000303
651.0	0.0000473
653.0	0.0000681
655.0	0.0000927
657.0	0.0001210
659.0	0.0001532
661.0	0.0001890
663.0	0.0002260
665.0	0.0002630
667.0	0.0003000
669.0	0.0003436
671.0	0.0004159
673.0	0.0005248
675.0	0.0006676
677.0	0.0008383
679.0	0.0010305
681.0	0.0012388
683.0	0.0014591
685.0	0.0016881
687.0	0.0019237
689.0	0.0021640
691.0	0.0024077
693.0	0.0026538
695.0	0.0029016
697.0	0.0031505
699.0	0.0034000
701.0	0.0036498
703.0	0.0038997
705.0	0.0041497
707.0	0.0043997
709.0	0.0046498
711.0	0.0049000
713.0	0.0051504
715.0	0.0054010
717.0	0.0056517
719.0	0.0059024
720.0	0.0060000
