0.0 0.0059 
1.0 0.005861030 
3.0 0.005603480 
5.0 0.005346940 
7.0 0.005089390 
9.0 0.004832850 
11.0 0.004574290 
13.0 0.004318760 
15.0 0.004059190 
17.0 0.003803660 
19.0 0.003547120 
21.0 0.003291590 
23.0 0.003036060 
25.0 0.002782550 
27.0 0.002528030 
29.0 0.002281590 
31.0 0.002035150 
33.0 0.001794770 
35.0 0.001561460 
37.0 0.001337240 
39.0 0.001130190 
41.0 0.000935260 
43.0 0.000763560 
45.0 0.000616100 
47.0 0.000497930 
49.0 0.0 
51.0 0.0 
467.0 0.0 
469.0 0.0 
471.0 0.000497930 
473.0 0.000616100 
475.0 0.000763560 
477.0 0.000935260 
479.0 0.001130190 
481.0 0.001337240 
483.0 0.001561460 
485.0 0.001794770 
487.0 0.002035150 
489.0 0.002281590 
491.0 0.002528030 
493.0 0.002782550 
495.0 0.003036060 
497.0 0.003291590 
499.0 0.003547120 
501.0 0.003803660 
503.0 0.004059190 
505.0 0.004318760 
507.0 0.004574290 
509.0 0.004832850 
511.0 0.005089390 
513.0 0.005346940 
515.0 0.005603480 
517.0 0.005861030 
519.0 0.006118580 
521.0 0.006375120 
523.0 0.006632670 
525.0 0.006888200 
527.0 0.007143730 
529.0 0.007402290 
531.0 0.007660850 
533.0 0.007917390 
535.0 0.008174940 
537.0 0.008430470 
539.0 0.008686000 
541.0 0.008937490 
543.0 0.009186961 
545.0 0.009434411 
547.0 0.009677820 
549.0 0.009919210 
551.0 0.010155550 
553.0 0.010388860 
555.0 0.010618130 
557.0 0.010840330 
559.0 0.011057480 
561.0 0.011267560 
563.0 0.011472590 
565.0 0.011669540 
567.0 0.011861440 
569.0 0.012045260 
571.0 0.012222010 
573.0 0.012391690 
575.0 0.012554300 
577.0 0.012710850 
579.0 0.012857300 
581.0 0.012997690 
583.0 0.013128990 
585.0 0.013253220 
587.0 0.013370380 
589.0 0.013478450 
591.0 0.013580460 
593.0 0.013673380 
595.0 0.013759230 
597.0 0.013837000 
599.0 0.013906690 
601.0 0.013968300 
603.0 0.014021830 
605.0 0.014068290 
607.0 0.014105660 
609.0 0.014133940 
611.0 0.014155150 
613.0 0.014169000 
615.0 0.014179000 
617.0 0.014189000 
619.0 0.014195000 
621.0 0.014189000 
623.0 0.014179000 
625.0 0.014169000 
627.0 0.014155150 
629.0 0.014133940 
631.0 0.014105660 
633.0 0.014068290 
635.0 0.014021830 
637.0 0.013968300 
639.0 0.013906690 
641.0 0.013837000 
643.0 0.013759230 
645.0 0.013673380 
647.0 0.013580460 
649.0 0.013478450 
651.0 0.013370380 
653.0 0.013253220 
655.0 0.013128990 
657.0 0.012997690 
659.0 0.012857300 
661.0 0.012710850 
663.0 0.012554300 
665.0 0.012391690 
667.0 0.012222010 
669.0 0.012045260 
671.0 0.011861440 
673.0 0.011669540 
675.0 0.011472590 
677.0 0.011267560 
679.0 0.011057480 
681.0 0.010840330 
683.0 0.010618130 
685.0 0.010388860 
687.0 0.010155550 
689.0 0.009919210 
691.0 0.009677820 
693.0 0.009434411 
695.0 0.009186961 
697.0 0.008937490 
699.0 0.008686000 
701.0 0.008430470 
703.0 0.008174940 
705.0 0.007917390 
707.0 0.007660850 
709.0 0.007402290 
711.0 0.007143730 
713.0 0.006888200 
715.0 0.006632670 
717.0 0.006375120 
719.0 0.006118580 
720.0 0.0060
