0 0.00066
5 0.00033
10 8e-05
15 0
502 0
506 0.0001
510 0.00027
515 0.00058
520 0.00098
525 0.00149
530 0.00208
535 0.00275
540 0.00342
545 0.00408
550 0.00477
555 0.00536
560 0.00594
565 0.00653
570 0.00699
575 0.00744
580 0.00782
585 0.00821
590 0.00852
595 0.00877
600 0.00897
605 0.00915
610 0.00926
615 0.00931
620 0.00932
625 0.00928
630 0.00919
635 0.00902
640 0.00886
645 0.00862
650 0.00832
655 0.00785
660 0.00753
665 0.00707
670 0.00663
675 0.00614
680 0.00558
685 0.00496
690 0.00433
695 0.00362
700 0.00298
705 0.00227
710 0.00166
715 0.00112
720 0.00066
