0.0 0.0065000
1.0	0.0066540
3.0	0.0069043
5.0	0.0071544
7.0	0.0074043
9.0	0.0076541
11.0	0.0079036
13.0	0.0081524
15.0	0.0084002
17.0	0.0086464
19.0	0.0088907
21.0	0.0091327
23.0	0.0093720
25.0	0.0096082
27.0	0.0098411
29.0	0.0100704
31.0	0.0102959
33.0	0.0105173
35.0	0.0107343
37.0	0.0109468
39.0	0.0111546
41.0	0.0113573
43.0	0.0115548
45.0	0.0117469
47.0	0.0119334
49.0	0.0121142
51.0	0.0122890
53.0	0.0124577
55.0	0.0126202
57.0	0.0127763
59.0	0.0129260
61.0	0.0130691
63.0	0.0132056
65.0	0.0133353
67.0	0.0134583
69.0	0.0135744
71.0	0.0136836
73.0	0.0137859
75.0	0.0138812
77.0	0.0139694
79.0	0.0140507
81.0	0.0141250
83.0	0.0141921
85.0	0.0142523
87.0	0.0143053
89.0	0.0143513
91.0	0.0143903
93.0	0.0144221
95.0	0.0144469
97.0	0.0144646
99.0	0.0144752
101.0	0.0144787
103.0	0.0144752
105.0	0.0144646
107.0	0.0144469
109.0	0.0144221
111.0	0.0143903
113.0	0.0143513
115.0	0.0143053
117.0	0.0142523
119.0	0.0141921
121.0	0.0141249
123.0	0.0140507
125.0	0.0139694
127.0	0.0138811
129.0	0.0137857
131.0	0.0136834
133.0	0.0135741
135.0	0.0134579
137.0	0.0133348
139.0	0.0132049
141.0	0.0130681
143.0	0.0129247
145.0	0.0127746
147.0	0.0126179
149.0	0.0124548
151.0	0.0122854
153.0	0.0121097
155.0	0.0119279
157.0	0.0117402
159.0	0.0115467
161.0	0.0113475
163.0	0.0111430
165.0	0.0109333
167.0	0.0107185
169.0	0.0104990
171.0	0.0102749
173.0	0.0100465
175.0	0.0098140
177.0	0.0095777
179.0	0.0093379
181.0	0.0090948
183.0	0.0088489
185.0	0.0086006
187.0	0.0083506
189.0	0.0080997
191.0	0.0078485
193.0	0.0075977
195.0	0.0073475
197.0	0.0070974
199.0	0.0068474
201.0	0.0065974
203.0	0.0063473
205.0	0.0060971
207.0	0.0058468
209.0	0.0055965
211.0	0.0053461
213.0	0.0050957
215.0	0.0048455
217.0	0.0045955
219.0	0.0043455
221.0	0.0040955
223.0	0.0038455
225.0	0.0035957
227.0	0.0033461
229.0	0.0030970
231.0	0.0028487
233.0	0.0026013
235.0	0.0023551
237.0	0.0021108
239.0	0.0018690
241.0	0.0016310
243.0	0.0013989
245.0	0.0011762
247.0	0.0009675
249.0	0.0007792
251.0	0.0006181
253.0	0.0004905
255.0	0.0003993
257.0	0.0003402
259.0	0.0003000
261.0	0.0002630
263.0	0.0002260
265.0	0.0001890
267.0	0.0001532
269.0	0.0001210
271.0	0.0000927
273.0	0.0000681
275.0	0.0000473
277.0	0.0000303
279.0	0.0000170
281.0	0.0000076
283.0	0.0000019
285.0	0.0000000
637.0	0.0000000
639.0	0.0000019
641.0	0.0000076
643.0	0.0000170
645.0	0.0000303
647.0	0.0000473
649.0	0.0000681
651.0	0.0000927
653.0	0.0001210
655.0	0.0001532
657.0	0.0001890
659.0	0.0002260
661.0	0.0002630
663.0	0.0003000
665.0	0.0003436
667.0	0.0004159
669.0	0.0005248
671.0	0.0006676
673.0	0.0008383
675.0	0.0010305
677.0	0.0012388
679.0	0.0014591
681.0	0.0016881
683.0	0.0019237
685.0	0.0021640
687.0	0.0024077
689.0	0.0026538
691.0	0.0029016
693.0	0.0031505
695.0	0.0034000
697.0	0.0036498
699.0	0.0038997
701.0	0.0041497
703.0	0.0043997
705.0	0.0046498
707.0	0.0049000
709.0	0.0051504
711.0	0.0054010
713.0	0.0056517
715.0	0.0059024
717.0	0.0061531
719.0	0.0064036
720.0	0.0065000
